STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00014732,"LAGUARDIA AIRPORT, NY US",5/2/2016,0.04,62,45
USW00014732,"LAGUARDIA AIRPORT, NY US",5/3/2016,0.75,55,51
USW00014732,"LAGUARDIA AIRPORT, NY US",5/4/2016,0.03,54,49
USW00014732,"LAGUARDIA AIRPORT, NY US",5/5/2016,0,58,47
USW00014732,"LAGUARDIA AIRPORT, NY US",5/6/2016,0.56,55,49
USW00014732,"LAGUARDIA AIRPORT, NY US",5/7/2016,0,57,49
USW00014732,"LAGUARDIA AIRPORT, NY US",5/8/2016,0.15,65,49
USW00014732,"LAGUARDIA AIRPORT, NY US",5/9/2016,0,74,54
USW00014732,"LAGUARDIA AIRPORT, NY US",5/10/2016,0,65,51
USW00014732,"LAGUARDIA AIRPORT, NY US",5/11/2016,0,74,53
USW00014732,"LAGUARDIA AIRPORT, NY US",5/12/2016,0,78,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/13/2016,0.25,67,58
USW00014732,"LAGUARDIA AIRPORT, NY US",5/14/2016,0,73,58
USW00014732,"LAGUARDIA AIRPORT, NY US",5/15/2016,0,59,47
USW00014732,"LAGUARDIA AIRPORT, NY US",5/16/2016,0,68,44
USW00014732,"LAGUARDIA AIRPORT, NY US",5/17/2016,0,68,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/18/2016,0,69,55
USW00014732,"LAGUARDIA AIRPORT, NY US",5/19/2016,0,71,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/20/2016,0,78,57
USW00014732,"LAGUARDIA AIRPORT, NY US",5/21/2016,0.07,67,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/22/2016,0.11,71,54
USW00014732,"LAGUARDIA AIRPORT, NY US",5/23/2016,0,77,56
USW00014732,"LAGUARDIA AIRPORT, NY US",5/24/2016,0.28,76,60
USW00014732,"LAGUARDIA AIRPORT, NY US",5/25/2016,0,90,60
USW00014732,"LAGUARDIA AIRPORT, NY US",5/26/2016,0,92,71
USW00014732,"LAGUARDIA AIRPORT, NY US",5/27/2016,0,88,67
USW00014732,"LAGUARDIA AIRPORT, NY US",5/28/2016,0,92,73
USW00014732,"LAGUARDIA AIRPORT, NY US",5/29/2016,0,87,70
USW00014732,"LAGUARDIA AIRPORT, NY US",5/30/2016,1.53,82,69
USW00014732,"LAGUARDIA AIRPORT, NY US",5/31/2016,0,84,69
USW00014732,"LAGUARDIA AIRPORT, NY US",6/1/2016,0,83,65
USW00014732,"LAGUARDIA AIRPORT, NY US",6/2/2016,0,74,62
USW00014732,"LAGUARDIA AIRPORT, NY US",6/3/2016,0.02,72,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/4/2016,0.27,83,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/5/2016,0.67,74,67
USW00014732,"LAGUARDIA AIRPORT, NY US",6/6/2016,0,87,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/7/2016,0.01,87,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/8/2016,0.44,70,55
USW00014732,"LAGUARDIA AIRPORT, NY US",6/9/2016,0,74,56
USW00014732,"LAGUARDIA AIRPORT, NY US",6/10/2016,0,78,59
USW00014732,"LAGUARDIA AIRPORT, NY US",6/11/2016,0.1,90,64
USW00014732,"LAGUARDIA AIRPORT, NY US",6/12/2016,0,86,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/13/2016,0,74,59
USW00014732,"LAGUARDIA AIRPORT, NY US",6/14/2016,0,81,60
USW00014732,"LAGUARDIA AIRPORT, NY US",6/15/2016,0,87,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/16/2016,0.12,77,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/17/2016,0,80,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/18/2016,0,86,63
USW00014732,"LAGUARDIA AIRPORT, NY US",6/19/2016,0,84,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/20/2016,0,83,66
USW00014732,"LAGUARDIA AIRPORT, NY US",6/21/2016,0,89,73
USW00014732,"LAGUARDIA AIRPORT, NY US",6/22/2016,0,86,67
USW00014732,"LAGUARDIA AIRPORT, NY US",6/23/2016,0,81,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/24/2016,0,85,68
USW00014732,"LAGUARDIA AIRPORT, NY US",6/25/2016,0,83,65
USW00014732,"LAGUARDIA AIRPORT, NY US",6/26/2016,0,86,70
USW00014732,"LAGUARDIA AIRPORT, NY US",6/27/2016,0.28,84,69
USW00014732,"LAGUARDIA AIRPORT, NY US",6/28/2016,0.33,78,70
USW00014732,"LAGUARDIA AIRPORT, NY US",6/29/2016,0,87,70
USW00014732,"LAGUARDIA AIRPORT, NY US",6/30/2016,0,87,70
USW00014732,"LAGUARDIA AIRPORT, NY US",7/1/2016,0.28,81,70
USW00014732,"LAGUARDIA AIRPORT, NY US",7/2/2016,0,78,68
USW00014732,"LAGUARDIA AIRPORT, NY US",7/3/2016,0,82,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/4/2016,0.51,86,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/5/2016,0.57,89,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/6/2016,0,96,77
USW00014732,"LAGUARDIA AIRPORT, NY US",7/7/2016,0.02,93,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/8/2016,0.01,86,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/9/2016,0.41,74,66
USW00014732,"LAGUARDIA AIRPORT, NY US",7/10/2016,0,81,67
USW00014732,"LAGUARDIA AIRPORT, NY US",7/11/2016,0,83,69
USW00014732,"LAGUARDIA AIRPORT, NY US",7/12/2016,0,84,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/13/2016,0,86,73
USW00014732,"LAGUARDIA AIRPORT, NY US",7/14/2016,0.5,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/15/2016,0,92,82
USW00014732,"LAGUARDIA AIRPORT, NY US",7/16/2016,0,92,77
USW00014732,"LAGUARDIA AIRPORT, NY US",7/17/2016,0,93,77
USW00014732,"LAGUARDIA AIRPORT, NY US",7/18/2016,0.12,97,78
USW00014732,"LAGUARDIA AIRPORT, NY US",7/19/2016,0,85,76
USW00014732,"LAGUARDIA AIRPORT, NY US",7/20/2016,0,85,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/21/2016,0,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/22/2016,0,98,76
USW00014732,"LAGUARDIA AIRPORT, NY US",7/23/2016,0,99,82
USW00014732,"LAGUARDIA AIRPORT, NY US",7/24/2016,0,94,76
USW00014732,"LAGUARDIA AIRPORT, NY US",7/25/2016,0.79,94,77
USW00014732,"LAGUARDIA AIRPORT, NY US",7/26/2016,0,94,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/27/2016,0,94,77
USW00014732,"LAGUARDIA AIRPORT, NY US",7/28/2016,0,94,78
USW00014732,"LAGUARDIA AIRPORT, NY US",7/29/2016,1.02,85,71
USW00014732,"LAGUARDIA AIRPORT, NY US",7/30/2016,0.18,84,75
USW00014732,"LAGUARDIA AIRPORT, NY US",7/31/2016,0.57,83,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/1/2016,0,80,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/2/2016,0,78,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/3/2016,0,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",8/4/2016,0,84,70
USW00014732,"LAGUARDIA AIRPORT, NY US",8/5/2016,0,86,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/6/2016,0,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/7/2016,0,89,74
USW00014732,"LAGUARDIA AIRPORT, NY US",8/8/2016,0,87,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/9/2016,0,89,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/10/2016,0.06,89,76
USW00014732,"LAGUARDIA AIRPORT, NY US",8/11/2016,0.35,97,78
USW00014732,"LAGUARDIA AIRPORT, NY US",8/12/2016,0.28,98,76
USW00014732,"LAGUARDIA AIRPORT, NY US",8/13/2016,0,98,84
USW00014732,"LAGUARDIA AIRPORT, NY US",8/14/2016,0.01,98,81
USW00014732,"LAGUARDIA AIRPORT, NY US",8/15/2016,0,93,78
USW00014732,"LAGUARDIA AIRPORT, NY US",8/16/2016,0.13,91,78
USW00014732,"LAGUARDIA AIRPORT, NY US",8/17/2016,0,86,79
USW00014732,"LAGUARDIA AIRPORT, NY US",8/18/2016,0.02,88,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/19/2016,0.02,89,77
USW00014732,"LAGUARDIA AIRPORT, NY US",8/20/2016,0.12,85,75
USW00014732,"LAGUARDIA AIRPORT, NY US",8/21/2016,0.13,89,76
USW00014732,"LAGUARDIA AIRPORT, NY US",8/22/2016,0,79,70
USW00014732,"LAGUARDIA AIRPORT, NY US",8/23/2016,0,84,67
USW00014732,"LAGUARDIA AIRPORT, NY US",8/24/2016,0,89,71
USW00014732,"LAGUARDIA AIRPORT, NY US",8/25/2016,0.01,86,73
USW00014732,"LAGUARDIA AIRPORT, NY US",8/26/2016,0,91,77
USW00014732,"LAGUARDIA AIRPORT, NY US",8/27/2016,0,89,76
USW00014732,"LAGUARDIA AIRPORT, NY US",8/28/2016,0,89,74
USW00014732,"LAGUARDIA AIRPORT, NY US",8/29/2016,0,91,77
USW00014732,"LAGUARDIA AIRPORT, NY US",8/30/2016,0,86,72
USW00014732,"LAGUARDIA AIRPORT, NY US",8/31/2016,0,90,76
USW00014732,"LAGUARDIA AIRPORT, NY US",9/1/2016,0.34,80,73
USW00014732,"LAGUARDIA AIRPORT, NY US",9/2/2016,0,83,68
USW00014732,"LAGUARDIA AIRPORT, NY US",9/3/2016,0,76,69
USW00014732,"LAGUARDIA AIRPORT, NY US",9/4/2016,0,81,66
USW00014732,"LAGUARDIA AIRPORT, NY US",9/5/2016,0,84,67
USW00014732,"LAGUARDIA AIRPORT, NY US",9/6/2016,0.01,82,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/7/2016,0,86,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/8/2016,0,88,73
USW00014732,"LAGUARDIA AIRPORT, NY US",9/9/2016,0.05,93,77
USW00014732,"LAGUARDIA AIRPORT, NY US",9/10/2016,0,91,76
USW00014732,"LAGUARDIA AIRPORT, NY US",9/11/2016,0,84,70
USW00014732,"LAGUARDIA AIRPORT, NY US",9/12/2016,0,78,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/13/2016,0,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",9/14/2016,0.37,92,70
USW00014732,"LAGUARDIA AIRPORT, NY US",9/15/2016,0,75,63
USW00014732,"LAGUARDIA AIRPORT, NY US",9/16/2016,0,75,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/17/2016,0,78,64
USW00014732,"LAGUARDIA AIRPORT, NY US",9/18/2016,0,85,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/19/2016,0.78,77,72
USW00014732,"LAGUARDIA AIRPORT, NY US",9/20/2016,0,84,71
USW00014732,"LAGUARDIA AIRPORT, NY US",9/21/2016,0,85,73
USW00014732,"LAGUARDIA AIRPORT, NY US",9/22/2016,0,86,70
USW00014732,"LAGUARDIA AIRPORT, NY US",9/23/2016,0.24,89,66
USW00014732,"LAGUARDIA AIRPORT, NY US",9/24/2016,0.2,72,59
USW00014732,"LAGUARDIA AIRPORT, NY US",9/25/2016,0,71,58
USW00014732,"LAGUARDIA AIRPORT, NY US",9/26/2016,0,73,57
USW00014732,"LAGUARDIA AIRPORT, NY US",9/27/2016,0.15,76,66
USW00014732,"LAGUARDIA AIRPORT, NY US",9/28/2016,0,71,60
USW00014732,"LAGUARDIA AIRPORT, NY US",9/29/2016,0,67,60
USW00014732,"LAGUARDIA AIRPORT, NY US",9/30/2016,0.39,64,58
USW00014732,"LAGUARDIA AIRPORT, NY US",10/1/2016,0,64,58
USW00014732,"LAGUARDIA AIRPORT, NY US",10/2/2016,0,65,58
USW00014732,"LAGUARDIA AIRPORT, NY US",10/3/2016,0,73,62
USW00014732,"LAGUARDIA AIRPORT, NY US",10/4/2016,0,71,62
USW00014732,"LAGUARDIA AIRPORT, NY US",10/5/2016,0,69,55
USW00014732,"LAGUARDIA AIRPORT, NY US",10/6/2016,0,75,59
USW00014732,"LAGUARDIA AIRPORT, NY US",10/7/2016,0,77,60
USW00014732,"LAGUARDIA AIRPORT, NY US",10/8/2016,0.14,69,61
USW00014732,"LAGUARDIA AIRPORT, NY US",10/9/2016,0.48,67,54
USW00014732,"LAGUARDIA AIRPORT, NY US",10/10/2016,0,65,50
USW00014732,"LAGUARDIA AIRPORT, NY US",10/11/2016,0,64,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/12/2016,0,69,56
USW00014732,"LAGUARDIA AIRPORT, NY US",10/13/2016,0,70,56
USW00014732,"LAGUARDIA AIRPORT, NY US",10/14/2016,0,64,50
USW00014732,"LAGUARDIA AIRPORT, NY US",10/15/2016,0,66,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/16/2016,0,74,55
USW00014732,"LAGUARDIA AIRPORT, NY US",10/17/2016,0,83,66
USW00014732,"LAGUARDIA AIRPORT, NY US",10/18/2016,0,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",10/19/2016,0,86,68
USW00014732,"LAGUARDIA AIRPORT, NY US",10/20/2016,0,73,63
USW00014732,"LAGUARDIA AIRPORT, NY US",10/21/2016,1.81,71,61
USW00014732,"LAGUARDIA AIRPORT, NY US",10/22/2016,0.31,62,49
USW00014732,"LAGUARDIA AIRPORT, NY US",10/23/2016,0,64,48
USW00014732,"LAGUARDIA AIRPORT, NY US",10/24/2016,0,64,50
USW00014732,"LAGUARDIA AIRPORT, NY US",10/25/2016,0,55,46
USW00014732,"LAGUARDIA AIRPORT, NY US",10/26/2016,0,52,41
USW00014732,"LAGUARDIA AIRPORT, NY US",10/27/2016,1.32,58,42
USW00014732,"LAGUARDIA AIRPORT, NY US",10/28/2016,0,54,44
USW00014732,"LAGUARDIA AIRPORT, NY US",10/29/2016,0,66,44
USW00014732,"LAGUARDIA AIRPORT, NY US",10/30/2016,0.76,78,57
USW00014732,"LAGUARDIA AIRPORT, NY US",10/31/2016,0,57,47
USW00014732,"LAGUARDIA AIRPORT, NY US",11/1/2016,0,61,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/2/2016,0,72,56
USW00014732,"LAGUARDIA AIRPORT, NY US",11/3/2016,0,75,59
USW00014732,"LAGUARDIA AIRPORT, NY US",11/4/2016,0,62,51
USW00014732,"LAGUARDIA AIRPORT, NY US",11/5/2016,0,64,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/6/2016,0,60,47
USW00014732,"LAGUARDIA AIRPORT, NY US",11/7/2016,0,58,43
USW00014732,"LAGUARDIA AIRPORT, NY US",11/8/2016,0,70,47
USW00014732,"LAGUARDIA AIRPORT, NY US",11/9/2016,0.02,63,51
USW00014732,"LAGUARDIA AIRPORT, NY US",11/10/2016,0,58,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/11/2016,0,63,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/12/2016,0,52,40
USW00014732,"LAGUARDIA AIRPORT, NY US",11/13/2016,0,64,43
USW00014732,"LAGUARDIA AIRPORT, NY US",11/14/2016,0,64,50
USW00014732,"LAGUARDIA AIRPORT, NY US",11/15/2016,1.61,58,49
USW00014732,"LAGUARDIA AIRPORT, NY US",11/16/2016,0,64,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/17/2016,0,63,52
USW00014732,"LAGUARDIA AIRPORT, NY US",11/18/2016,0,67,48
USW00014732,"LAGUARDIA AIRPORT, NY US",11/19/2016,0.18,62,42
USW00014732,"LAGUARDIA AIRPORT, NY US",11/20/2016,0.34,44,37
USW00014732,"LAGUARDIA AIRPORT, NY US",11/21/2016,0,43,39
USW00014732,"LAGUARDIA AIRPORT, NY US",11/22/2016,0,44,39
USW00014732,"LAGUARDIA AIRPORT, NY US",11/23/2016,0,46,37
USW00014732,"LAGUARDIA AIRPORT, NY US",11/24/2016,0.02,50,41
USW00014732,"LAGUARDIA AIRPORT, NY US",11/25/2016,0.01,56,47
USW00014732,"LAGUARDIA AIRPORT, NY US",11/26/2016,0,52,44
USW00014732,"LAGUARDIA AIRPORT, NY US",11/27/2016,0,51,43
USW00014732,"LAGUARDIA AIRPORT, NY US",11/28/2016,0,53,42
USW00014732,"LAGUARDIA AIRPORT, NY US",11/29/2016,2.23,62,52
USW00014732,"LAGUARDIA AIRPORT, NY US",11/30/2016,0.96,61,52
USW00014732,"LAGUARDIA AIRPORT, NY US",12/1/2016,0.05,57,45
USW00014732,"LAGUARDIA AIRPORT, NY US",12/2/2016,0,53,43
USW00014732,"LAGUARDIA AIRPORT, NY US",12/3/2016,0,50,43
USW00014732,"LAGUARDIA AIRPORT, NY US",12/4/2016,0,48,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/5/2016,0.18,51,40
USW00014732,"LAGUARDIA AIRPORT, NY US",12/6/2016,0.35,47,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/7/2016,0.06,47,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/8/2016,0,45,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/9/2016,0,42,32
USW00014732,"LAGUARDIA AIRPORT, NY US",12/10/2016,0,37,31
USW00014732,"LAGUARDIA AIRPORT, NY US",12/11/2016,0.03,36,30
USW00014732,"LAGUARDIA AIRPORT, NY US",12/12/2016,0.53,48,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/13/2016,0,45,39
USW00014732,"LAGUARDIA AIRPORT, NY US",12/14/2016,0,44,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/15/2016,0,36,21
USW00014732,"LAGUARDIA AIRPORT, NY US",12/16/2016,0,29,19
USW00014732,"LAGUARDIA AIRPORT, NY US",12/17/2016,0.7,40,26
USW00014732,"LAGUARDIA AIRPORT, NY US",12/18/2016,0.05,61,33
USW00014732,"LAGUARDIA AIRPORT, NY US",12/19/2016,0,33,25
USW00014732,"LAGUARDIA AIRPORT, NY US",12/20/2016,0,36,23
USW00014732,"LAGUARDIA AIRPORT, NY US",12/21/2016,0,42,33
USW00014732,"LAGUARDIA AIRPORT, NY US",12/22/2016,0,50,37
USW00014732,"LAGUARDIA AIRPORT, NY US",12/23/2016,0,48,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/24/2016,0.52,49,40
USW00014732,"LAGUARDIA AIRPORT, NY US",12/25/2016,0,51,38
USW00014732,"LAGUARDIA AIRPORT, NY US",12/26/2016,0,52,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/27/2016,0,62,42
USW00014732,"LAGUARDIA AIRPORT, NY US",12/28/2016,0,42,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/29/2016,0.48,48,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/30/2016,0,42,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/31/2016,0,45,34
